 

stn;time;prestas0
ATT;202409030440;735.6
ATT;202409030450;735.6
ATT;202409030500;735.6
ATT;202409030510;735.7
ATT;202409030520;735.7
ATT;202409030530;735.8
ATT;202409030540;735.8
ATT;202409030550;735.9
ATT;202409030600;735.9
ATT;202409030610;735.9
ATT;202409030620;736.0
ATT;202409030630;736.0
ATT;202409030640;736.1
ATT;202409030650;736.1
ATT;202409030700;736.1
ATT;202409030710;736.2
ATT;202409030720;736.2
ATT;202409030730;736.3
ATT;202409030740;736.3
ATT;202409030750;736.4
ATT;202409030800;736.5
ATT;202409030810;736.5
ATT;202409030820;736.5
ATT;202409030830;736.5
ATT;202409030840;736.5
ATT;202409030850;736.5
ATT;202409030900;736.5
ATT;202409030910;736.5
ATT;202409030920;736.5
ATT;202409030930;736.5
ATT;202409030940;736.5
ATT;202409030950;736.5
ATT;202409031000;736.6
ATT;202409031010;736.6
ATT;202409031020;736.7
ATT;202409031030;736.7
ATT;202409031040;736.6
ATT;202409031050;736.6
ATT;202409031100;736.5
ATT;202409031110;736.5
ATT;202409031120;736.4
ATT;202409031130;736.4
ATT;202409031140;736.4
ATT;202409031150;736.5
ATT;202409031200;736.5
ATT;202409031210;736.5
ATT;202409031220;736.5
ATT;202409031230;736.5
ATT;202409031240;736.5
ATT;202409031250;736.5
ATT;202409031300;736.4
ATT;202409031310;736.4
ATT;202409031320;736.4
ATT;202409031330;736.4
ATT;202409031340;736.3
ATT;202409031350;736.3
ATT;202409031400;736.2
ATT;202409031410;736.2
ATT;202409031420;736.2
ATT;202409031430;736.2
ATT;202409031440;736.2
ATT;202409031450;736.2
ATT;202409031500;736.2
ATT;202409031510;736.3
ATT;202409031520;736.2
ATT;202409031530;736.2
ATT;202409031540;736.2
ATT;202409031550;736.1
ATT;202409031600;736.1
ATT;202409031610;736.0
ATT;202409031620;736.0
ATT;202409031630;736.0
ATT;202409031640;735.9
ATT;202409031650;735.9
ATT;202409031700;735.9
ATT;202409031710;736.0
ATT;202409031720;736.0
ATT;202409031730;736.0
ATT;202409031740;736.0
ATT;202409031750;736.1
ATT;202409031800;736.1
ATT;202409031810;736.2
ATT;202409031820;736.2
ATT;202409031830;736.2
ATT;202409031840;736.2
ATT;202409031850;736.4
ATT;202409031900;736.4
ATT;202409031910;736.5
ATT;202409031920;736.5
ATT;202409031930;736.5
ATT;202409031940;736.5
ATT;202409031950;736.5
ATT;202409032000;736.5
ATT;202409032010;736.5
ATT;202409032020;736.5
ATT;202409032030;736.6
ATT;202409032040;736.5
ATT;202409032050;736.5
ATT;202409032100;736.4
ATT;202409032110;736.4
ATT;202409032120;736.4
ATT;202409032130;736.3
ATT;202409032140;736.2
ATT;202409032150;736.3
ATT;202409032200;736.2
ATT;202409032210;736.2
ATT;202409032220;736.1
ATT;202409032230;736.1
ATT;202409032240;736.0
ATT;202409032250;736.0
ATT;202409032300;736.0
ATT;202409032310;735.8
ATT;202409032320;735.8
ATT;202409032330;735.8
ATT;202409032340;735.7
ATT;202409032350;735.7
ATT;202409040000;735.7
ATT;202409040010;735.7
ATT;202409040020;735.6
ATT;202409040030;735.6
ATT;202409040040;735.6
ATT;202409040050;735.6
ATT;202409040100;735.6
ATT;202409040110;735.6
ATT;202409040120;735.4
ATT;202409040130;735.5
ATT;202409040140;735.5
ATT;202409040150;735.4
ATT;202409040200;735.3
ATT;202409040210;735.3
ATT;202409040220;735.3
ATT;202409040230;735.4
ATT;202409040240;735.3
ATT;202409040250;735.2
ATT;202409040300;735.2
ATT;202409040310;735.2
ATT;202409040320;735.2
ATT;202409040330;735.1
ATT;202409040340;735.1
ATT;202409040350;735.0
ATT;202409040400;735.0
ATT;202409040410;735.0
ATT;202409040420;735.0
ATT;202409040430;735.0
ATT;202409040440;735.1
ATT;202409040450;735.1
ATT;202409040500;735.1
ATT;202409040510;735.1
ATT;202409040520;735.0
ATT;202409040530;735.1
ATT;202409040540;735.1
ATT;202409040550;735.1
ATT;202409040600;735.1
ATT;202409040610;735.0
ATT;202409040620;735.0
ATT;202409040630;735.1
ATT;202409040640;735.1
ATT;202409040650;735.1
ATT;202409040700;735.0
ATT;202409040710;735.0
ATT;202409040720;734.9
ATT;202409040730;734.9
ATT;202409040740;735.0
ATT;202409040750;735.0
ATT;202409040800;735.1
ATT;202409040810;735.0
ATT;202409040820;735.1
ATT;202409040830;735.1
ATT;202409040840;735.1
ATT;202409040850;735.1
ATT;202409040900;735.1
ATT;202409040910;735.1
ATT;202409040920;735.0
ATT;202409040930;735.0
ATT;202409040940;735.0
ATT;202409040950;735.1
ATT;202409041000;735.0
ATT;202409041010;735.1
ATT;202409041020;735.0
ATT;202409041030;734.8
ATT;202409041040;734.7
ATT;202409041050;734.7
ATT;202409041100;734.8
ATT;202409041110;734.6
ATT;202409041120;734.5
ATT;202409041130;734.5
ATT;202409041140;734.5
ATT;202409041150;734.5
ATT;202409041200;734.6
ATT;202409041210;734.7
ATT;202409041220;734.6
ATT;202409041230;734.5
ATT;202409041240;734.4
ATT;202409041250;734.3
ATT;202409041300;734.2
ATT;202409041310;734.2
ATT;202409041320;734.1
ATT;202409041330;734.0
ATT;202409041340;734.0
ATT;202409041350;734.0
ATT;202409041400;733.8
ATT;202409041410;733.7
ATT;202409041420;733.7
ATT;202409041430;733.7
ATT;202409041440;733.6
ATT;202409041450;733.6
ATT;202409041500;733.5
ATT;202409041510;733.4
ATT;202409041520;733.4
ATT;202409041530;733.3
ATT;202409041540;733.2
ATT;202409041550;733.2
ATT;202409041600;733.2
ATT;202409041610;733.2
ATT;202409041620;733.1
ATT;202409041630;733.0
ATT;202409041640;733.0
ATT;202409041650;733.0
ATT;202409041700;732.9
ATT;202409041710;732.8
ATT;202409041720;732.8
ATT;202409041730;732.8
ATT;202409041740;732.8
ATT;202409041750;732.9
ATT;202409041800;732.8
ATT;202409041810;732.7
ATT;202409041820;732.6
ATT;202409041830;732.5
ATT;202409041840;732.5
ATT;202409041850;732.5
ATT;202409041900;732.5
ATT;202409041910;732.4
ATT;202409041920;732.2
ATT;202409041930;732.1
ATT;202409041940;732.0
ATT;202409041950;731.9
ATT;202409042000;731.9
ATT;202409042010;731.7
ATT;202409042020;731.7
ATT;202409042030;731.6
ATT;202409042040;731.5
ATT;202409042050;731.3
ATT;202409042100;731.4
ATT;202409042110;731.2
ATT;202409042120;731.2
ATT;202409042130;731.1
ATT;202409042140;731.1
ATT;202409042150;731.0
ATT;202409042200;731.0
ATT;202409042210;730.9
ATT;202409042220;730.9
ATT;202409042230;730.7
ATT;202409042240;730.5
ATT;202409042250;730.5
ATT;202409042300;730.3
ATT;202409042310;730.3
ATT;202409042320;730.2
ATT;202409042330;730.0
ATT;202409042340;729.9
ATT;202409042350;729.7
ATT;202409050000;729.6
ATT;202409050010;729.6
ATT;202409050020;729.4
ATT;202409050030;729.2
ATT;202409050040;729.3
ATT;202409050050;729.2
ATT;202409050100;729.1
ATT;202409050110;729.0
ATT;202409050120;729.0
ATT;202409050130;729.0
ATT;202409050140;728.8
ATT;202409050150;728.8
ATT;202409050200;728.7
ATT;202409050210;728.7
ATT;202409050220;728.6
ATT;202409050230;728.3
ATT;202409050240;728.2
ATT;202409050250;728.1
ATT;202409050300;728.0
ATT;202409050310;727.8
ATT;202409050320;727.9
ATT;202409050330;727.8
ATT;202409050340;727.8
ATT;202409050350;727.8
ATT;202409050400;727.8
ATT;202409050410;727.7
ATT;202409050420;727.6
ATT;202409050430;727.6
ATT;202409050440;727.6
ATT;202409050450;727.3
ATT;202409050500;727.2
ATT;202409050510;727.3
ATT;202409050520;727.3
ATT;202409050530;727.4
ATT;202409050540;727.3
ATT;202409050550;727.4
ATT;202409050600;727.3
ATT;202409050610;727.2
ATT;202409050620;727.2
ATT;202409050630;727.1
ATT;202409050640;727.0
ATT;202409050650;727.0
ATT;202409050700;726.9
ATT;202409050710;726.9
ATT;202409050720;726.9
ATT;202409050730;727.1
ATT;202409050740;727.2
ATT;202409050750;727.3
ATT;202409050800;727.3
ATT;202409050810;727.3
ATT;202409050820;727.3
ATT;202409050830;727.4
ATT;202409050840;727.4
ATT;202409050850;727.5
ATT;202409050900;727.3
ATT;202409050910;727.2
ATT;202409050920;727.1
ATT;202409050930;727.3
ATT;202409050940;727.3
ATT;202409050950;727.4
ATT;202409051000;727.5
ATT;202409051010;727.6
ATT;202409051020;727.6
ATT;202409051030;727.7
ATT;202409051040;727.8
ATT;202409051050;727.8
ATT;202409051100;727.7
ATT;202409051110;727.8
ATT;202409051120;727.8
ATT;202409051130;727.7
ATT;202409051140;727.8
ATT;202409051150;727.9
ATT;202409051200;727.9
ATT;202409051210;728.0
ATT;202409051220;728.0
ATT;202409051230;728.1
ATT;202409051240;728.1
ATT;202409051250;728.0
ATT;202409051300;728.1
ATT;202409051310;728.0
ATT;202409051320;728.1
ATT;202409051330;728.1
ATT;202409051340;728.2
ATT;202409051350;728.2
ATT;202409051400;728.3
ATT;202409051410;728.4
ATT;202409051420;728.5
ATT;202409051430;728.5
ATT;202409051440;728.5
ATT;202409051450;728.6
ATT;202409051500;728.6
ATT;202409051510;728.7
ATT;202409051520;728.8
ATT;202409051530;728.8
ATT;202409051540;728.9
ATT;202409051550;728.9
ATT;202409051600;728.9
ATT;202409051610;728.8
ATT;202409051620;728.8
ATT;202409051630;728.8
ATT;202409051640;728.8
ATT;202409051650;728.7
ATT;202409051700;728.7
ATT;202409051710;728.7
ATT;202409051720;728.8
ATT;202409051730;728.8
ATT;202409051740;728.8
ATT;202409051750;728.9
ATT;202409051800;728.9
ATT;202409051810;728.9
ATT;202409051820;729.0
ATT;202409051830;729.2
ATT;202409051840;729.3
ATT;202409051850;729.4
ATT;202409051900;729.5
ATT;202409051910;729.6
ATT;202409051920;729.5
ATT;202409051930;729.6
ATT;202409051940;729.5
ATT;202409051950;729.5
ATT;202409052000;729.5
ATT;202409052010;729.5
ATT;202409052020;729.5
ATT;202409052030;729.5
ATT;202409052040;729.5
ATT;202409052050;729.5
ATT;202409052100;729.5
ATT;202409052110;729.6
ATT;202409052120;729.6
ATT;202409052130;729.6
ATT;202409052140;729.6
ATT;202409052150;729.7
ATT;202409052200;729.7
ATT;202409052210;729.7
ATT;202409052220;729.7
ATT;202409052230;729.8
ATT;202409052240;729.8
ATT;202409052250;729.8
ATT;202409052300;729.7
ATT;202409052310;729.7
ATT;202409052320;729.7
ATT;202409052330;729.7
ATT;202409052340;729.7
ATT;202409052350;729.7
ATT;202409060000;729.6
ATT;202409060010;729.6
ATT;202409060020;729.5
ATT;202409060030;729.5
ATT;202409060040;729.5
ATT;202409060050;729.5
ATT;202409060100;729.5
ATT;202409060110;729.4
ATT;202409060120;729.4
ATT;202409060130;729.3
ATT;202409060140;729.3
ATT;202409060150;729.3
ATT;202409060200;729.3
ATT;202409060210;729.3
ATT;202409060220;729.3
ATT;202409060230;729.4
ATT;202409060240;729.4
ATT;202409060250;729.4
ATT;202409060300;729.5
ATT;202409060310;729.5
ATT;202409060320;729.5
ATT;202409060330;729.5
ATT;202409060340;729.5
ATT;202409060350;729.5
ATT;202409060400;729.4
ATT;202409060410;729.4
ATT;202409060420;729.4
ATT;202409060430;729.4
ATT;202409060440;729.4
ATT;202409060450;729.4
ATT;202409060500;729.4
ATT;202409060510;729.5
ATT;202409060520;729.6
ATT;202409060530;729.6
ATT;202409060540;729.7
ATT;202409060550;729.7
ATT;202409060600;729.7
ATT;202409060610;729.8
ATT;202409060620;729.9
ATT;202409060630;730.0
ATT;202409060640;730.0
ATT;202409060650;730.0
ATT;202409060700;730.1
ATT;202409060710;730.1
ATT;202409060720;730.2
ATT;202409060730;730.1
ATT;202409060740;730.2
ATT;202409060750;730.3
ATT;202409060800;730.4
ATT;202409060810;730.5
ATT;202409060820;730.5
ATT;202409060830;730.5
ATT;202409060840;730.6
ATT;202409060850;730.6
ATT;202409060900;730.7
ATT;202409060910;730.7
ATT;202409060920;730.8
ATT;202409060930;730.9
ATT;202409060940;731.0
ATT;202409060950;731.0
ATT;202409061000;731.1
ATT;202409061010;731.2
ATT;202409061020;731.2
ATT;202409061030;731.3
ATT;202409061040;731.4
ATT;202409061050;731.4
ATT;202409061100;731.6
ATT;202409061110;731.6
ATT;202409061120;731.6
ATT;202409061130;731.7
ATT;202409061140;731.7
ATT;202409061150;731.8
ATT;202409061200;731.8
ATT;202409061210;731.9
ATT;202409061220;731.9
ATT;202409061230;731.9
ATT;202409061240;732.0
ATT;202409061250;732.0
ATT;202409061300;731.9
ATT;202409061310;732.0
ATT;202409061320;732.0
ATT;202409061330;732.1
ATT;202409061340;732.1
ATT;202409061350;732.1
ATT;202409061400;732.1
ATT;202409061410;732.1
ATT;202409061420;732.1
ATT;202409061430;732.2
ATT;202409061440;732.3
ATT;202409061450;732.3
ATT;202409061500;732.4
ATT;202409061510;732.4
ATT;202409061520;732.5
ATT;202409061530;732.6
ATT;202409061540;732.6
ATT;202409061550;732.6
ATT;202409061600;732.6
ATT;202409061610;732.6
ATT;202409061620;732.6
ATT;202409061630;732.7
ATT;202409061640;732.8
ATT;202409061650;732.8
ATT;202409061700;732.8
ATT;202409061710;732.8
ATT;202409061720;732.8
ATT;202409061730;732.8
ATT;202409061740;732.8
ATT;202409061750;732.9
ATT;202409061800;732.8
ATT;202409061810;732.9
ATT;202409061820;733.1
ATT;202409061830;733.1
ATT;202409061840;733.2
ATT;202409061850;733.2
ATT;202409061900;733.3
ATT;202409061910;733.3
ATT;202409061920;733.4
ATT;202409061930;733.4
ATT;202409061940;733.4
ATT;202409061950;733.4
ATT;202409062000;733.3
ATT;202409062010;733.3
ATT;202409062020;733.3
ATT;202409062030;733.3
ATT;202409062040;733.3
ATT;202409062050;733.4
ATT;202409062100;733.4
ATT;202409062110;733.5
ATT;202409062120;733.6
ATT;202409062130;733.6
ATT;202409062140;733.6
ATT;202409062150;733.6
ATT;202409062200;733.6
ATT;202409062210;733.6
ATT;202409062220;733.7
ATT;202409062230;733.7
ATT;202409062240;733.8
ATT;202409062250;733.8
ATT;202409062300;733.8
ATT;202409062310;733.8
ATT;202409062320;733.8
ATT;202409062330;733.7
ATT;202409062340;733.7
ATT;202409062350;733.7
ATT;202409070000;733.7
ATT;202409070010;733.6
ATT;202409070020;733.7
ATT;202409070030;733.7
ATT;202409070040;733.7
ATT;202409070050;733.7
ATT;202409070100;733.8
ATT;202409070110;733.7
ATT;202409070120;733.6
ATT;202409070130;733.7
ATT;202409070140;733.7
ATT;202409070150;733.7
ATT;202409070200;733.7
ATT;202409070210;733.6
ATT;202409070220;733.5
ATT;202409070230;733.5
ATT;202409070240;733.5
ATT;202409070250;733.4
ATT;202409070300;733.4
ATT;202409070310;733.3
ATT;202409070320;733.3
ATT;202409070330;733.4
ATT;202409070340;733.4
ATT;202409070350;733.4
ATT;202409070400;733.5
ATT;202409070410;733.5
ATT;202409070420;733.5
ATT;202409070430;733.5
ATT;202409070440;733.5
ATT;202409070450;733.5
ATT;202409070500;733.5
ATT;202409070510;733.5
ATT;202409070520;733.5
ATT;202409070530;733.5
ATT;202409070540;733.5
ATT;202409070550;733.4
ATT;202409070600;733.4
ATT;202409070610;733.5
ATT;202409070620;733.5
ATT;202409070630;733.5
ATT;202409070640;733.5
ATT;202409070650;733.5
ATT;202409070700;733.5
ATT;202409070710;733.6
ATT;202409070720;733.7
ATT;202409070730;733.7
ATT;202409070740;733.8
ATT;202409070750;734.0
ATT;202409070800;733.9
ATT;202409070810;733.9
ATT;202409070820;734.0
ATT;202409070830;734.1
ATT;202409070840;734.1
ATT;202409070850;734.2
ATT;202409070900;734.1
ATT;202409070910;734.1
ATT;202409070920;734.3
ATT;202409070930;734.3
ATT;202409070940;734.2
ATT;202409070950;734.2
ATT;202409071000;734.3
ATT;202409071010;734.3
ATT;202409071020;734.4
ATT;202409071030;734.4
ATT;202409071040;734.5
ATT;202409071050;734.5
ATT;202409071100;734.5
ATT;202409071110;734.5
ATT;202409071120;734.4
ATT;202409071130;734.4
ATT;202409071140;734.4
ATT;202409071150;734.4
ATT;202409071200;734.4
ATT;202409071210;734.4
ATT;202409071220;734.3
ATT;202409071230;734.3
ATT;202409071240;734.3
ATT;202409071250;734.3
ATT;202409071300;734.3
ATT;202409071310;734.2
ATT;202409071320;734.2
ATT;202409071330;734.2
ATT;202409071340;734.2
ATT;202409071350;734.2
ATT;202409071400;734.2
ATT;202409071410;734.1
ATT;202409071420;734.0
ATT;202409071430;734.0
ATT;202409071440;734.1
ATT;202409071450;734.0
ATT;202409071500;733.8
ATT;202409071510;733.8
ATT;202409071520;733.9
ATT;202409071530;733.9
ATT;202409071540;734.0
ATT;202409071550;734.0
ATT;202409071600;734.2
ATT;202409071610;734.2
ATT;202409071620;734.4
ATT;202409071630;734.4
ATT;202409071640;734.4
ATT;202409071650;734.3
ATT;202409071700;734.1
ATT;202409071710;734.1
ATT;202409071720;733.9
ATT;202409071730;734.0
ATT;202409071740;734.0
ATT;202409071750;734.0
ATT;202409071800;734.0
ATT;202409071810;734.0
ATT;202409071820;733.9
ATT;202409071830;734.1
ATT;202409071840;734.2
ATT;202409071850;734.2
ATT;202409071900;734.3
ATT;202409071910;734.3
ATT;202409071920;734.3
ATT;202409071930;734.3
ATT;202409071940;734.4
ATT;202409071950;734.4
ATT;202409072000;734.5
ATT;202409072010;734.4
ATT;202409072020;734.4
ATT;202409072030;734.4
ATT;202409072040;734.5
ATT;202409072050;734.3
ATT;202409072100;734.3
ATT;202409072110;734.3
ATT;202409072120;734.2
ATT;202409072130;734.4
ATT;202409072140;734.4
ATT;202409072150;734.2
ATT;202409072200;734.1
ATT;202409072210;733.9
ATT;202409072220;733.9
ATT;202409072230;734.0
ATT;202409072240;734.1
ATT;202409072250;734.1
ATT;202409072300;734.0
ATT;202409072310;733.8
ATT;202409072320;734.0
ATT;202409072330;733.9
ATT;202409072340;733.9
ATT;202409072350;733.9
ATT;202409080000;733.7
ATT;202409080010;733.7
ATT;202409080020;733.7
ATT;202409080030;733.6
ATT;202409080040;733.7
ATT;202409080050;733.7
ATT;202409080100;733.6
ATT;202409080110;733.5
ATT;202409080120;733.5
ATT;202409080130;733.5
ATT;202409080140;733.4
ATT;202409080150;733.2
ATT;202409080200;733.1
ATT;202409080210;733.3
ATT;202409080220;733.1
ATT;202409080230;733.0
ATT;202409080240;732.8
ATT;202409080250;732.8
ATT;202409080300;732.9
ATT;202409080310;732.8
ATT;202409080320;732.9
ATT;202409080330;732.7
ATT;202409080340;732.5
ATT;202409080350;732.6
ATT;202409080400;732.4
ATT;202409080410;732.4
ATT;202409080420;732.5
ATT;202409080430;732.6
ATT;202409080440;732.5
ATT;202409080450;732.6
ATT;202409080500;732.7
ATT;202409080510;732.7
ATT;202409080520;732.7
ATT;202409080530;732.8
ATT;202409080540;732.8
ATT;202409080550;732.6
ATT;202409080600;732.7
ATT;202409080610;732.9
ATT;202409080620;732.8
ATT;202409080630;732.9
ATT;202409080640;732.9
ATT;202409080650;732.9
ATT;202409080700;732.9
ATT;202409080710;732.6
ATT;202409080720;732.6
ATT;202409080730;732.5
ATT;202409080740;732.6
ATT;202409080750;732.5
ATT;202409080800;732.4
ATT;202409080810;732.6
ATT;202409080820;732.6
ATT;202409080830;732.6
ATT;202409080840;732.7
ATT;202409080850;732.5
ATT;202409080900;732.3
ATT;202409080910;732.2
ATT;202409080920;732.2
ATT;202409080930;732.1
ATT;202409080940;732.1
ATT;202409080950;732.2
ATT;202409081000;732.2
ATT;202409081010;732.0
ATT;202409081020;732.2
ATT;202409081030;732.0
ATT;202409081040;731.9
ATT;202409081050;731.7
ATT;202409081100;731.6
ATT;202409081110;731.5
ATT;202409081120;731.5
ATT;202409081130;731.4
ATT;202409081140;731.4
ATT;202409081150;731.3
ATT;202409081200;730.9
ATT;202409081210;730.7
ATT;202409081220;731.0
ATT;202409081230;730.7
ATT;202409081240;730.5
ATT;202409081250;730.4
ATT;202409081300;730.4
ATT;202409081310;730.2
ATT;202409081320;730.4
ATT;202409081330;730.4
ATT;202409081340;730.2
ATT;202409081350;730.2
ATT;202409081400;730.1
ATT;202409081410;729.9
ATT;202409081420;729.7
ATT;202409081430;729.8
ATT;202409081440;729.8
ATT;202409081450;729.7
ATT;202409081500;729.5
ATT;202409081510;729.4
ATT;202409081520;729.1
ATT;202409081530;729.3
ATT;202409081540;729.2
ATT;202409081550;728.9
ATT;202409081600;728.7
ATT;202409081610;728.8
ATT;202409081620;728.9
ATT;202409081630;728.9
ATT;202409081640;728.7
ATT;202409081650;728.5
ATT;202409081700;728.5
ATT;202409081710;728.5
ATT;202409081720;728.6
ATT;202409081730;728.6
ATT;202409081740;728.5
ATT;202409081750;728.3
ATT;202409081800;728.3
ATT;202409081810;728.2
ATT;202409081820;728.2
ATT;202409081830;728.3
ATT;202409081840;728.4
ATT;202409081850;728.3
ATT;202409081900;728.3
ATT;202409081910;728.3
ATT;202409081920;728.3
ATT;202409081930;728.2
ATT;202409081940;728.4
ATT;202409081950;728.5
ATT;202409082000;728.4
ATT;202409082010;728.3
ATT;202409082020;728.4
ATT;202409082030;728.3
ATT;202409082040;728.4
ATT;202409082050;728.4
ATT;202409082100;728.1
ATT;202409082110;728.0
ATT;202409082120;728.0
ATT;202409082130;727.9
ATT;202409082140;727.9
ATT;202409082150;727.8
ATT;202409082200;727.6
ATT;202409082210;727.7
ATT;202409082220;727.6
ATT;202409082230;727.6
ATT;202409082240;727.5
ATT;202409082250;727.5
ATT;202409082300;727.6
ATT;202409082310;727.6
ATT;202409082320;727.6
ATT;202409082330;727.5
ATT;202409082340;727.6
ATT;202409082350;727.6
ATT;202409090000;727.6
ATT;202409090010;727.5
ATT;202409090020;727.5
ATT;202409090030;727.4
ATT;202409090040;727.4
ATT;202409090050;727.4
ATT;202409090100;727.4
ATT;202409090110;727.5
ATT;202409090120;727.5
ATT;202409090130;727.5
ATT;202409090140;727.5
ATT;202409090150;727.4
ATT;202409090200;727.4
ATT;202409090210;727.3
ATT;202409090220;727.2
ATT;202409090230;727.2
ATT;202409090240;727.1
ATT;202409090250;727.1
ATT;202409090300;727.1
ATT;202409090310;727.0
ATT;202409090320;727.0
ATT;202409090330;727.0
ATT;202409090340;727.0
ATT;202409090350;727.0
ATT;202409090400;726.9
ATT;202409090410;727.0
ATT;202409090420;727.0
ATT;202409090430;727.1
ATT;202409090440;727.1
ATT;202409090450;727.2
ATT;202409090500;727.3
ATT;202409090510;727.4
ATT;202409090520;727.5
ATT;202409090530;727.4
ATT;202409090540;727.5
ATT;202409090550;727.4
ATT;202409090600;727.4
ATT;202409090610;727.6
ATT;202409090620;727.5
ATT;202409090630;727.5
ATT;202409090640;727.6
ATT;202409090650;727.5
ATT;202409090700;727.6
ATT;202409090710;727.6
ATT;202409090720;727.6
ATT;202409090730;727.6
ATT;202409090740;727.7
ATT;202409090750;727.7
ATT;202409090800;727.7
ATT;202409090810;727.8
ATT;202409090820;727.9
ATT;202409090830;727.9
ATT;202409090840;727.9
ATT;202409090850;727.9
ATT;202409090900;727.9
ATT;202409090910;727.9
ATT;202409090920;727.9
ATT;202409090930;728.0
ATT;202409090940;728.0
ATT;202409090950;728.0
ATT;202409091000;728.0
ATT;202409091010;728.0
ATT;202409091020;728.1
ATT;202409091030;728.1
ATT;202409091040;728.2
ATT;202409091050;728.2
ATT;202409091100;728.2
ATT;202409091110;728.2
ATT;202409091120;728.2
ATT;202409091130;728.3
ATT;202409091140;728.3
ATT;202409091150;728.3
ATT;202409091200;728.4
ATT;202409091210;728.5
ATT;202409091220;728.5
ATT;202409091230;728.5
ATT;202409091240;728.5
ATT;202409091250;728.5
ATT;202409091300;728.6
ATT;202409091310;728.6
ATT;202409091320;728.8
ATT;202409091330;728.8
ATT;202409091340;729.0
ATT;202409091350;729.0
ATT;202409091400;729.0
ATT;202409091410;729.0
ATT;202409091420;729.1
ATT;202409091430;729.0
ATT;202409091440;729.2
ATT;202409091450;729.3
ATT;202409091500;729.3
ATT;202409091510;729.4
ATT;202409091520;729.4
ATT;202409091530;729.5
ATT;202409091540;729.6
ATT;202409091550;729.7
ATT;202409091600;729.7
ATT;202409091610;729.7
ATT;202409091620;729.8
ATT;202409091630;729.8
ATT;202409091640;729.8
ATT;202409091650;729.8
ATT;202409091700;729.9
ATT;202409091710;730.0
ATT;202409091720;730.0
ATT;202409091730;730.1
ATT;202409091740;730.2
ATT;202409091750;730.2
ATT;202409091800;730.3
ATT;202409091810;730.4
ATT;202409091820;730.5
ATT;202409091830;730.6
ATT;202409091840;730.7
ATT;202409091850;730.7
ATT;202409091900;730.8
ATT;202409091910;730.8
ATT;202409091920;730.9
ATT;202409091930;731.0
ATT;202409091940;731.1
ATT;202409091950;731.1
ATT;202409092000;731.2
ATT;202409092010;731.2
ATT;202409092020;731.1
ATT;202409092030;731.2
ATT;202409092040;731.2
ATT;202409092050;731.2
ATT;202409092100;731.1
ATT;202409092110;731.2
ATT;202409092120;731.2
ATT;202409092130;731.2
ATT;202409092140;731.2
ATT;202409092150;731.2
ATT;202409092200;731.1
ATT;202409092210;731.1
ATT;202409092220;731.1
ATT;202409092230;731.1
ATT;202409092240;731.1
ATT;202409092250;731.1
ATT;202409092300;731.1
ATT;202409092310;731.1
ATT;202409092320;731.1
ATT;202409092330;731.1
ATT;202409092340;731.1
ATT;202409092350;731.2
ATT;202409100000;731.2
ATT;202409100010;731.2
ATT;202409100020;731.1
ATT;202409100030;731.1
ATT;202409100040;731.1
ATT;202409100050;731.1
ATT;202409100100;731.1
ATT;202409100110;731.1
ATT;202409100120;731.1
ATT;202409100130;731.0
ATT;202409100140;730.9
ATT;202409100150;730.9
ATT;202409100200;731.0
ATT;202409100210;731.1
ATT;202409100220;731.0
ATT;202409100230;731.0
ATT;202409100240;731.0
ATT;202409100250;731.0
ATT;202409100300;730.9
ATT;202409100310;730.9
ATT;202409100320;730.9
ATT;202409100330;730.8
ATT;202409100340;730.7
ATT;202409100350;730.6
ATT;202409100400;730.6
ATT;202409100410;730.6
ATT;202409100420;730.7
ATT;202409100430;730.7
ATT;202409100440;730.7
ATT;202409100450;730.7
ATT;202409100500;730.7
ATT;202409100510;730.8
ATT;202409100520;730.9
ATT;202409100530;731.0
ATT;202409100540;731.0
ATT;202409100550;731.0
ATT;202409100600;731.1
ATT;202409100610;731.1
ATT;202409100620;731.1
ATT;202409100630;731.1
ATT;202409100640;731.1
ATT;202409100650;731.0
ATT;202409100700;731.0
ATT;202409100710;731.0
ATT;202409100720;731.0
ATT;202409100730;731.1
ATT;202409100740;731.2
ATT;202409100750;731.2
ATT;202409100800;731.2
ATT;202409100810;731.2
ATT;202409100820;731.2
ATT;202409100830;731.2
ATT;202409100840;731.3
ATT;202409100850;731.3
ATT;202409100900;731.3
ATT;202409100910;731.3
ATT;202409100920;731.3
ATT;202409100930;731.3
ATT;202409100940;731.3
ATT;202409100950;731.3
ATT;202409101000;731.3
ATT;202409101010;731.3
ATT;202409101020;731.4
ATT;202409101030;731.4
ATT;202409101040;731.5
ATT;202409101050;731.5
ATT;202409101100;731.4
ATT;202409101110;731.4
ATT;202409101120;731.5
ATT;202409101130;731.5
ATT;202409101140;731.6
ATT;202409101150;731.6
ATT;202409101200;731.6
ATT;202409101210;731.7
ATT;202409101220;731.7
ATT;202409101230;731.8
ATT;202409101240;731.8
ATT;202409101250;731.8
ATT;202409101300;731.8
ATT;202409101310;731.7
ATT;202409101320;731.7
ATT;202409101330;731.7
ATT;202409101340;731.8
ATT;202409101350;731.8
ATT;202409101400;731.8
ATT;202409101410;731.8
ATT;202409101420;731.8
ATT;202409101430;731.9
ATT;202409101440;731.8
ATT;202409101450;731.8
ATT;202409101500;731.8
ATT;202409101510;731.8
ATT;202409101520;731.8
ATT;202409101530;731.8
ATT;202409101540;731.8
ATT;202409101550;731.8
